platform,item_id,title,description,category,user_id,interaction_type,interaction_value,timestamp
Netflix,s3468,Inmates,"While living under one roof, five close-knit 20-somethings maneuver the highs and lows of friendship, romantic entanglements and finding themselves.","International TV Shows, TV Comedies",netflix_user_260,watch,1,28-03-2021
Netflix,s8067,Speed Is My Need,"This daredevil documentary trails behind and into the minds of the biggest names in one of the world's most dangerous sports, superbike racing.","Documentaries, Sports Movies",netflix_user_260,watch,1,03-12-2021
Netflix,s4778,Baby Ballroom,"Step into the cutthroat world of kids' ballroom dancing, where ambitious instructors, proud parents and pint-sized performers waltz to win.","British TV Shows, International TV Shows, Reality TV",netflix_user_261,watch,1,03-11-2019
Netflix,s4096,Black Sea,"A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub, but there's no honor among thieves during this underwater heist.","Action & Adventure, Dramas, International Movies",netflix_user_261,watch,1,15-10-2022
Netflix,s6472,Chingo Bling: They Can't Deport Us All,"On point and larger than life, rapper and stand-up comic Chingo Bling gathers his funniest friends for a rambunctious take on Tex-Mex culture.",Stand-Up Comedy,netflix_user_261,watch,1,18-10-2024
Netflix,s5149,Voyeur,Legendary journalist Gay Talese unmasks a motel owner who spied on his guests for decades. But his bombshell story soon becomes a scandal of its own.,Documentaries,netflix_user_261,watch,1,25-07-2024
Netflix,s3716,Mike Epps: Only One Mike,"In a raw stand-up comedy special, Mike Epps mixes it up as he tackles sexual misconduct, special ed, aging body parts and much more.",Stand-Up Comedy,netflix_user_261,watch,1,26-10-2023
Netflix,s1761,LEGO: CITY Adventures,"In a boomtown built on fun, friendship and wacky mischief, a quirky crew of cops and firefighters work hard to preserve the peace and awesomeness.","Kids' TV, TV Comedies",netflix_user_262,watch,1,04-10-2019
Netflix,s106,Angamaly Diaries,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.","Action & Adventure, Comedies, Dramas",netflix_user_262,watch,1,11-01-2021
Netflix,s7991,SGT. Will Gardner,"A homeless vet who has PTSD steals a motorcycle and hits the road, trying to sort out what life means now that war is in the rear-view mirror.",Dramas,netflix_user_262,watch,1,10-02-2020
Netflix,s2254,Japan Sinks: 2020,"After catastrophic earthquakes devastate Japan, one family's resolve is tested on a journey of survival through the sinking archipelago.","Anime Series, International TV Shows",netflix_user_262,watch,1,11-11-2021
Netflix,s6424,Carrie,"An outcast teen with telekinetic ability lashes out with her deadly power when the high school ""in crowd"" torments her with a sick joke at the prom.","Classic Movies, Cult Movies, Horror Movies",netflix_user_262,watch,1,24-07-2022
Netflix,s6415,Can't Hardly Wait,"At a wild high school graduation party, aspiring writer Preston hopes to declare his love to popular girl Amanda, who just got dumped by the class jock.","Comedies, Romantic Movies",netflix_user_263,watch,1,31-05-2024
Netflix,s4620,Hold the Dark,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.","Action & Adventure, Dramas",netflix_user_263,watch,1,11-11-2020
Netflix,s285,The Kissing Booth 3,"Determined to make the most of her final summer before college, Elle plans the ultimate bucket list as she navigates what comes next with Noah and Lee.","Comedies, Romantic Movies",netflix_user_263,watch,1,22-03-2020
Netflix,s3642,The Son,"In this psychological thriller, painter Lorenzo's life spirals out of control as he fears his wife is trying to isolate him from their infant son.","Dramas, Independent Movies, International Movies",netflix_user_263,watch,1,01-01-2022
Netflix,s2095,Lingua Franca,An undocumented trans woman seeking legal status in the US becomes romantically involved with the grandson of the elderly woman she cares for.,"Dramas, International Movies, LGBTQ Movies",netflix_user_263,watch,1,07-07-2024
Netflix,s6154,An American Tail: The Mystery of the Night Monster,"When a monster goes on a mouse-napping spree in New York, Fievel and his friends help a reporter get to the bottom of the mystery.",Children & Family Movies,netflix_user_264,watch,1,08-08-2018
Netflix,s8764,WWII: Report from the Aleutians,Filmmaker John Huston narrates this Oscar-nominated World War II-era film about life among the U.S. soldiers protecting Alaska’s Aleutian Islands.,Documentaries,netflix_user_264,watch,1,30-06-2019
Netflix,s6801,Freezer's Campaign,"When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost.","Comedies, International Movies",netflix_user_264,watch,1,25-03-2023
Netflix,s5720,True Memoirs of an International Assassin,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela.","Action & Adventure, Comedies",netflix_user_264,watch,1,11-11-2020
Netflix,s4610,Tiger,"Imprisoned for drug smuggling as a child, a young man uses the law he studied while in jail to take revenge on those who wronged him.","Action & Adventure, Dramas, International Movies",netflix_user_264,watch,1,19-05-2021
Netflix,s2506,My Sleeping Lover,"After undergoing hypnosis, Ramez finally meets the woman of his dreams — but his vision of her appearance doesn't quite match up with reality.","Comedies, International Movies",netflix_user_265,watch,1,15-05-2021
Netflix,s5868,Care Bears & Cousins,"The whole huggable gang is back, bringing tales of caring and sharing to a new generation. And now the Care Bear Cousins are here to join the fun!",Kids' TV,netflix_user_265,watch,1,12-09-2020
Netflix,s566,Bureau of Magical Things,"When a teen accidentally discovers an enchanted realm, she becomes the only one able to unite the human and magical worlds – and save both from evil.","International TV Shows, Kids' TV, TV Mysteries",netflix_user_265,watch,1,17-05-2022
Netflix,s1624,The Bachelorette,Beloved “Bachelor” contestant Ali Fedotowsky embarks on her own search for happily ever after and navigates the thrills and spills of reality TV romance.,"Reality TV, Romantic TV Shows",netflix_user_265,watch,1,05-02-2021
Netflix,s7008,Hotel Pacific,A motivated teen strives to rise from dishwasher to waiter at a luxury hotel only to tread in the abusive tide of its workplace hierarchy.,"Classic Movies, Dramas, International Movies",netflix_user_265,watch,1,18-11-2018
Netflix,s1322,El Chema,Follow one man's epic journey as he transforms from wily underage drug smuggler to one of the world's most infamous cartel leaders.,"Crime TV Shows, Spanish-Language TV Shows, TV Action & Adventure",netflix_user_266,watch,1,20-07-2020
Netflix,s8607,Tope: The Bait,"The tales of an eccentric aristocrat, a tightrope walking nomad and a postman-turned-soothsayer unspool in this visual poem of rural life in India.","Dramas, Independent Movies, International Movies",netflix_user_266,watch,1,12-07-2024
Netflix,s6559,Dancing Quietly,"After years of battling a deep depression, a young woman attempts to pass an important exam with the help of a fellow student.","Dramas, Independent Movies, International Movies",netflix_user_266,watch,1,09-09-2019
Netflix,s5316,Ryan Hamilton: Happy Face,"Small-town import Ryan Hamilton charms New York with folksy comic observations on big-city life, hot-air ballooning and going to Disney World alone.",Stand-Up Comedy,netflix_user_266,watch,1,05-11-2024
Netflix,s4548,Monty Python: Live at The Hollywood Bowl,"Film clips and Terry Gilliam animations feature in this live-to-tape performance of greatest hits, including ""Travel Agent"" and ""Solo Wrestling.""",Comedies,netflix_user_266,watch,1,31-08-2024
Netflix,s5827,Real Crime: Diamond Geezers,"In an attempted heist worthy of a Hollywood film, a cadre of criminals sets out to steal the world's largest perfect diamond from a London landmark.",Documentaries,netflix_user_267,watch,1,17-10-2022
Netflix,s961,The Innocent,"An accidental killing leads a man down a dark hole of intrigue and murder. Just as he finds love and freedom, one phone call brings back the nightmare.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix_user_267,watch,1,30-08-2022
Netflix,s2840,93 Days,Heroic health workers fight to contain an Ebola outbreak when a patient arrives in Lagos with symptoms of the deadly virus. Based on a true story.,"Dramas, International Movies, Thrillers",netflix_user_267,watch,1,02-07-2024
Netflix,s1910,Free State of Jones,A Mississippi farmer turns outlaw as he leads a ragtag band of fellow Civil War deserters and escaped slaves in a rebellion against the Confederacy.,"Action & Adventure, Dramas",netflix_user_267,watch,1,06-05-2018
Netflix,s129,Agatha Christie's Crooked House,"When a detective investigates the death of his ex-lover's grandfather, he uncovers secrets about the tycoon's manipulative family.","Dramas, International Movies, Thrillers",netflix_user_267,watch,1,27-05-2019
Netflix,s4332,"Ayotzinapa, el paso de la tortuga","Delving into the disappearance of 43 college students in Mexico, this documentary seeks to give justice and a voice to the victims and their families.","Documentaries, International Movies",netflix_user_268,watch,1,25-09-2021
Netflix,s497,Brick Mansions,An undercover police detective partners with an ex-convict to take down a drug kingpin amid grime and crime in a walled-off Detroit housing project.,"Action & Adventure, International Movies",netflix_user_268,watch,1,08-12-2020
Netflix,s4487,How to Get Over a Breakup,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.","Comedies, International Movies, Romantic Movies",netflix_user_268,watch,1,02-12-2024
Netflix,s6555,Dagh Ujala,A lesbian daughter fights off an arranged marriage in India while an Islamic fundamentalist targets an anti-extremist Muslim scholar in New York.,"Dramas, Independent Movies, International Movies",netflix_user_268,watch,1,20-01-2021
Netflix,s2368,An Egyptian Story,"While undergoing heart surgery in London, Yehia reflects on his life as his heart chamber becomes a courtroom where he's tried for his mistakes.","Classic Movies, Dramas, Independent Movies",netflix_user_268,watch,1,11-04-2019
Netflix,s2862,Ordinary World,A suburban dad having a midlife crisis throws a lavish 40th birthday party to celebrate his punk-rock past but discovers it's not easy going back.,"Comedies, Dramas, Music & Musicals",netflix_user_269,watch,1,01-10-2023
Netflix,s6329,Black Snow,An old tragedy and lingering animosity erupt when a man returns to Patagonia to convince his estranged brother to sell the family's isolated property.,"Dramas, International Movies, Thrillers",netflix_user_269,watch,1,25-11-2021
Netflix,s7805,Pusher,"In this remake of a 1996 Danish thriller, a drug pusher incurs his suppliers' wrath when he gets busted and is left without the money he owes.",Action & Adventure,netflix_user_269,watch,1,09-11-2018
Netflix,s3807,Prince of Peoria,A prankster prince who wants to experience life as an ordinary teen leaves his kingdom to live incognito with a single mom and her studious son.,"Kids' TV, TV Comedies",netflix_user_269,watch,1,16-05-2018
Netflix,s7488,Monopoly (The Bank Of Luck),"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist.","Comedies, International Movies",netflix_user_269,watch,1,21-12-2018
Netflix,s6651,Driven to Dance,"A young dancer grapples with her dream to join a famed ballet company against the wishes of her mother, who pushes her to pursue a more practical path.",Dramas,netflix_user_270,watch,1,19-01-2020
Netflix,s119,Gurgaon,"When the daughter of a wealthy family returns from college, she gets a frosty welcome from her brother, who has problems – and plans – of his own.","Dramas, International Movies, Thrillers",netflix_user_270,watch,1,07-02-2024
Netflix,s722,Rogue Warfare: Death of a Nation,"As their leader recovers from trauma, a global team of elite soldiers must regroup and stop the deadly plans of an extremist mastermind within 36 hours.",Action & Adventure,netflix_user_270,watch,1,04-04-2020
Netflix,s4316,5 Star Christmas,"When the Italian prime minister meets his lover and political rival while on an official trip to Budapest during Christmas week, things go topsy-turvy.","Comedies, International Movies",netflix_user_270,watch,1,01-03-2018
Netflix,s7862,Revelations,"After four years together, a husband and wife become entangled in secret, sexually charged relationships that threaten to unravel their marriage.","Dramas, International Movies",netflix_user_270,watch,1,05-04-2020
Netflix,s2897,The Body,Mind games and mystery abound as a detective investigates the disappearance of a woman’s body from a morgue in this Hindi remake of a Spanish thriller.,"International Movies, Thrillers",netflix_user_271,watch,1,07-03-2020
Netflix,s552,Haseen Dillruba,"Under investigation as a suspect in her husband’s murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.","International Movies, Romantic Movies, Thrillers",netflix_user_271,watch,1,12-02-2023
Netflix,s4172,The Perfect Match,"A night market vendor clashes with a lofty celebrity chef in a culinary challenge, fueling the first sparks of a romance.","International TV Shows, Romantic TV Shows, TV Comedies",netflix_user_271,watch,1,05-09-2019
Netflix,s80,Tughlaq Durbar (Telugu),A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,"Comedies, Dramas, International Movies",netflix_user_271,watch,1,22-08-2019
Netflix,s5436,Man to Man,"Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.","Crime TV Shows, International TV Shows, Korean TV Shows",netflix_user_271,watch,1,01-08-2020
Netflix,s3387,Dancing with the Birds,"From ruffling their majestic feathers to nailing im-peck-able courtship routines, birds in paradise flaunt their best moves in hopes of landing a mate.",Documentaries,netflix_user_272,watch,1,17-08-2023
Netflix,s7887,Roll Red Roll,"This compelling documentary follows the 2012 Steubenville, Ohio rape case, putting social media and high school football culture in the spotlight.",Documentaries,netflix_user_272,watch,1,24-10-2022
Netflix,s3036,Harvey Street Kids,"Kids rule in a place called Harvey Street, where a trio of girls right wrongs, ice cream is always an option, and every day feels like Saturday.","Kids' TV, TV Comedies",netflix_user_272,watch,1,25-12-2020
Netflix,s5919,Virunga: Gorillas in Peril,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.,Documentaries,netflix_user_272,watch,1,01-02-2024
Netflix,s7871,Ripper Street,"It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course.","British TV Shows, Crime TV Shows, TV Dramas",netflix_user_272,watch,1,13-03-2023
Netflix,s3247,The Dragon Prince,An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",netflix_user_273,watch,1,05-12-2022
Netflix,s1308,The Resurrection of Gavin Stone,"After one too many run-ins with the law, a Hollywood bad boy finds redemption while fulfilling his court-ordered community service at a megachurch.","Children & Family Movies, Comedies, Dramas",netflix_user_273,watch,1,24-03-2019
Netflix,s8215,The Blue Planet: A Natural History of the Oceans,"David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities.","British TV Shows, Docuseries, International TV Shows",netflix_user_273,watch,1,18-06-2021
Netflix,s8276,The Devil and Father Amorth,"In Rome, ""Exorcist"" director William Friedkin follows a 91-year-old priest who performs a real demonic exorcism on a woman from a small Italian town.","Documentaries, Horror Movies",netflix_user_273,watch,1,06-02-2020
Netflix,s5900,Demetri Martin: Live (At the Time),"Demetri Martin brings his off-kilter take on acoustic guitar, hairless cats, color schemes, and the word ""nope"" to Washington in his original special.",Stand-Up Comedy,netflix_user_273,watch,1,04-09-2024
Netflix,s7967,Season of the Witch,A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.,"Action & Adventure, Sci-Fi & Fantasy",netflix_user_274,watch,1,22-12-2020
Netflix,s7349,Love Rain,"A story of two couples' journey of new love, loss and unexpected reunion spans decades, from the 1970s through present day.","International TV Shows, Korean TV Shows, Romantic TV Shows",netflix_user_274,watch,1,21-11-2021
Netflix,s7762,Power Rangers Dino Charge,"In the time of dinosaurs, the ancient and powerful Energems were lost on Earth, and now the evil bounty hunter Sledge has returned to find them.",Kids' TV,netflix_user_274,watch,1,08-03-2022
Netflix,s1066,Slasher,Rampaging serial killers leave carnage in their wake as their next victims fight to stay alive in this horror anthology series.,"TV Horror, TV Mysteries, TV Thrillers",netflix_user_274,watch,1,08-07-2018
Netflix,s7576,Nazi Concentration Camps,"Shocking footage shows Nazi concentration camps after liberation, including Buchenwald and Ohrdruf, where Gen. Eisenhower ordered local Nazis to tour.","Classic Movies, Documentaries",netflix_user_274,watch,1,05-06-2019
Netflix,s1815,Rebecca,"A young newlywed moves to her husband's imposing estate, where she must contend with his sinister housekeeper and the haunting shadow of his late wife.","Dramas, Romantic Movies, Thrillers",netflix_user_275,watch,1,03-08-2018
Netflix,s8667,Used Goods,"To evade greedy pharmaceutical crooks, a medical scientist disguises himself as a struggling salesman to protect his groundbreaking cancer research.","Action & Adventure, Comedies, International Movies",netflix_user_275,watch,1,19-08-2018
Netflix,s6275,Behind the Curtain: Todrick Hall,Follow singer and YouTube sensation Todrick Hall as he launches an original musical based on growing up gay in Texas and finding showbiz success.,"Documentaries, LGBTQ Movies, Music & Musicals",netflix_user_275,watch,1,14-04-2018
Netflix,s2139,Christine,"In a film based on true events, an awkward but ambitious TV reporter struggles to adapt when she's ordered to focus on violent and salacious stories.","Dramas, Independent Movies",netflix_user_275,watch,1,23-02-2022
Netflix,s7331,Logan's Run,"In the 23rd century, inhabitants of a domed city exist in a world filled with life's pleasures – but no one is allowed to live past the age of 30.","Action & Adventure, Classic Movies, Cult Movies",netflix_user_275,watch,1,17-09-2023
Netflix,s7326,Lo que la vida me robó,"In seaside Aguazul, beautiful Montserrat and her wily mother tangle with lovers, gangsters, financial ruin, obsession – and murder.","Crime TV Shows, International TV Shows, Romantic TV Shows",netflix_user_276,watch,1,24-05-2023
Netflix,s871,Amy Tan: Unintended Memoir,"From her painful past to her successful career after ""The Joy Luck Club,"" groundbreaking writer Amy Tan shares her life story in this documentary.",Documentaries,netflix_user_276,watch,1,03-07-2020
Netflix,s6801,Freezer's Campaign,"When climate change makes Egypt freeze over, intelligence officers pose as a film crew on location to seek a device that can eliminate the frost.","Comedies, International Movies",netflix_user_276,watch,1,25-10-2019
Netflix,s592,Seven Pounds,"Weighed down by a dark secret, IRS agent Ben Thomas tries to improve the lives of seven strangers in need of a second chance.","Dramas, Romantic Movies",netflix_user_276,watch,1,13-09-2022
Netflix,s2036,The Social Dilemma,"This documentary-drama hybrid explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",Documentaries,netflix_user_276,watch,1,18-11-2022
Netflix,s5291,Aakhri Adaalat,An intrepid police inspector forced into a desk job must take matters into his own hands when ruthless criminals are released on a technicality.,"Action & Adventure, International Movies",netflix_user_277,watch,1,30-08-2023
Netflix,s6244,Barbie: Video Game Hero,"Pulled into her favorite video game, Barbie becomes a fun, roller-skating heroine who's battling a sinister emoji that's trying to take over.",Children & Family Movies,netflix_user_277,watch,1,09-05-2024
Netflix,s6659,Earth to Luna!,"Curious about everything and excited about science, 6-year-old Luna, her brother Jupiter and pet Clyde explore nature to learn about the world.",Kids' TV,netflix_user_277,watch,1,18-12-2024
Netflix,s1709,Ethos,A group of individuals in Istanbul transcend sociocultural boundaries and find connection as their fears and wishes intertwine.,"International TV Shows, TV Dramas",netflix_user_277,watch,1,19-10-2022
Netflix,s8427,The Monster,A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.,"Horror Movies, Independent Movies",netflix_user_277,watch,1,26-10-2024
Netflix,s7223,Kon Kon Kon,Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.,"Docuseries, International TV Shows",netflix_user_278,watch,1,16-07-2024
Netflix,s4933,Greg Davies: You Magnificent Beast,"British comedian Greg Davies revisits terrifying dates, manscaping disasters, his father's pranks and more in a savagely funny stand-up special.",Stand-Up Comedy,netflix_user_278,watch,1,13-07-2020
Netflix,s1271,Sin senos sí hay paraíso,"Born into a small town controlled by the mafia, an irate young woman seeks revenge on the forces that tore apart and wrongfully imprisoned her family.","International TV Shows, Spanish-Language TV Shows, TV Dramas",netflix_user_278,watch,1,10-11-2023
Netflix,s968,Headspace Guide to Sleep,"Learn how to sleep better with Headspace. Each episode unpacks misconceptions, offers friendly tips and concludes with a guided wind-down.","Docuseries, Science & Nature TV",netflix_user_278,watch,1,06-09-2024
Netflix,s6757,Fire at Sea,"Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year.","Documentaries, International Movies",netflix_user_278,watch,1,26-01-2021
Netflix,s8323,The Golem,"As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies.","Horror Movies, Independent Movies, International Movies",netflix_user_279,watch,1,03-01-2021
Netflix,s6935,Harry Benson: Shoot First,"This film chronicles the career of photographer Harry Benson, who earned global renown with his candid shots of the Beatles and other celebrities.",Documentaries,netflix_user_279,watch,1,17-12-2019
Netflix,s1760,LEGO Ninjago: Masters of Spinjitzu,"Kai, Jay, Cole and Zane must master their elemental powers and Spinjitzu weapons to protect the land of Ninjago, which also has an underworld.",Kids' TV,netflix_user_279,watch,1,23-10-2019
Netflix,s6022,6 Days,"When armed gunmen seize the Iranian Embassy in 1980, a tense six-day standoff ensues while elite British soldiers prepare for a dangerous raid.","Action & Adventure, Dramas, International Movies",netflix_user_279,watch,1,17-07-2020
Netflix,s615,What Dreams May Come,"A physician finds himself in heaven after an accident, inhabiting the landscape of his wife's paintings while seeking to rescue her from the underworld.","Dramas, Romantic Movies, Sci-Fi & Fantasy",netflix_user_279,watch,1,11-09-2021
Netflix,s787,Company of Heroes,"During the last major German offensive of World War II, a group of Allied soldiers sets out against all odds to turn the war around.","Action & Adventure, Dramas",netflix_user_280,watch,1,30-10-2021
Netflix,s4708,Zion,"Born without legs and stuck in foster care for years, teen Zion Clark finds his calling when he pursues competitive wrestling. A documentary short.","Documentaries, Sports Movies",netflix_user_280,watch,1,20-06-2023
Netflix,s4336,Chal Bhaag,Three petty criminals find themselves in a pickle when police wrongly charge them with the murder of an important politician.,"Comedies, Dramas, International Movies",netflix_user_280,watch,1,02-10-2020
Netflix,s5273,VeggieTales in the City,"With exciting trips to the big city, the ski slopes and beyond, the Veggie friends expand their horizons and learn valuable faith-based lessons.",Kids' TV,netflix_user_280,watch,1,09-05-2019
Netflix,s3088,Yanxi Palace: Princess Adventures,A determined Qing dynasty princess contends with palace intrigue and a vendetta against her family while navigating the treacherous terrain of romance.,"International TV Shows, TV Dramas",netflix_user_280,watch,1,09-02-2020
Netflix,s3434,The Hook Up Plan,"When Parisian Elsa gets hung up on her ex, her best friends secretly hire a male escort to help her move on. But their plan works a little too well.","International TV Shows, Romantic TV Shows, TV Comedies",netflix_user_281,watch,1,02-12-2022
Netflix,s1682,The Princess Switch: Switched Again,"When Margaret's Christmas coronation complicates her love life, her double Stacy steps in to save the day. But will a third look-alike ruin their plan?","Children & Family Movies, Comedies, Dramas",netflix_user_281,watch,1,14-07-2018
Netflix,s1953,Mighty Little Bheem,An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,"Kids' TV, TV Comedies",netflix_user_281,watch,1,23-06-2018
Netflix,s6648,Dream Big: Engineering Our World,"Narrated by Jeff Bridges, this compelling documentary examines some incredible achievements of engineering from across the globe.",Documentaries,netflix_user_281,watch,1,12-01-2024
Netflix,s8106,Stripes,"After losing everything, an indolent sad sack impulsively joins the U.S. Army and cajoles his best friend into enlisting, too.","Classic Movies, Comedies, Cult Movies",netflix_user_281,watch,1,24-08-2021
Netflix,s819,The Mirror Has Two Faces,"Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal – but her colleague only wants a platonic marriage.","Comedies, Dramas, Romantic Movies",netflix_user_282,watch,1,28-03-2021
Netflix,s4566,Ek Main Aur Ekk Tu,Bollywood stars Imran Khan and Kareena Kapoor pair up to play exceptionally dissimilar lovers in this lighthearted romantic comedy.,"Comedies, International Movies, Romantic Movies",netflix_user_282,watch,1,24-06-2024
Netflix,s7074,Indiana Jones and the Temple of Doom,"Indiana Jones, his young sidekick and a spoiled songbird get more than they bargained for when they go to India in search of a missing magical stone.","Action & Adventure, Children & Family Movies, Classic Movies",netflix_user_282,watch,1,11-08-2020
Netflix,s34,Squid Game,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.","International TV Shows, TV Dramas, TV Thrillers",netflix_user_282,watch,1,16-08-2019
Netflix,s6846,Ghost House,"While visiting the site of a supernatural shrine in the Thai countryside, a vacationing couple unwittingly upsets a vengeful demon.",Horror Movies,netflix_user_282,watch,1,01-12-2022
Netflix,s3959,Ultraman,"Decades ago, a hero from the stars left this world in peace. Now, the son of Ultraman must rise to protect the Earth from a new alien threat.","Anime Series, International TV Shows",netflix_user_283,watch,1,31-01-2022
Netflix,s2780,Crip Camp: A Disability Revolution,"A groundbreaking summer camp galvanizes a group of teens with disabilities to help build a movement, forging a new path toward greater equality.",Documentaries,netflix_user_283,watch,1,23-04-2021
Netflix,s4201,Friends from College,"Twenty years after graduation, a tight-knit group of college friends reconnects and discovers that love hasn't gotten easier with age.","Romantic TV Shows, TV Comedies",netflix_user_283,watch,1,03-04-2020
Netflix,s6585,Death House,Two federal agents battle through an army of rioting prisoners – and their sense of reality – inside a high-tech prison modeled after Dante’s Inferno.,Horror Movies,netflix_user_283,watch,1,21-03-2021
Netflix,s6974,Hisss,"In a plot to bait the snake-goddess Nagin for her immortality-granting essence, George States journeys to India and abducts her reptilian lover.","Horror Movies, International Movies, Thrillers",netflix_user_283,watch,1,13-11-2024
Netflix,s4449,Katti Batti,"After falling in love during college, architect Maddy and free spirit Payal have five wonderful years together, until a mystery suddenly divides them.","Comedies, Dramas, International Movies",netflix_user_284,watch,1,19-10-2021
Netflix,s631,Killing Them Softly,"When a couple of low-level crooks rob a Mob-protected poker game, a slick enforcer is hired to track down the offenders and take care of business.",Dramas,netflix_user_284,watch,1,18-01-2021
Netflix,s4433,Dhoondte Reh Jaoge,"An accountant and a producer hatch a scheme to finance a movie, while making every effort to ensure that it flops so they may pocket the difference.","Comedies, International Movies, Music & Musicals",netflix_user_284,watch,1,21-02-2018
Netflix,s1984,Dragon's Dogma,"Resurrected as an Arisen, Ethan sets out to vanquish the Dragon that took his heart. But with every demon he battles, his humanity slips further away.","Anime Series, International TV Shows",netflix_user_284,watch,1,13-10-2024
Netflix,s5258,Paul Hollywood's Big Continental Road Trip,"Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.","British TV Shows, Docuseries, International TV Shows",netflix_user_284,watch,1,30-08-2020
Netflix,s5728,Inborn Pair,"Betrothed while in utero, a resort group president enters into an arranged marriage with a legal assistant. Despite their bickering, love blooms.","International TV Shows, Romantic TV Shows, TV Comedies",netflix_user_285,watch,1,06-05-2020
Netflix,s5931,Mission Blue,This documentary follows oceanographer Sylvia Earle's campaign to save the world's oceans from threats such as overfishing and toxic waste.,Documentaries,netflix_user_285,watch,1,14-10-2019
Netflix,s778,And Then Came Lola,"In this lesbian-themed nod to the film Run Lola Run, a photographer races against the clock to make it to an important meeting on time.","Comedies, Independent Movies, LGBTQ Movies",netflix_user_285,watch,1,14-10-2019
Netflix,s6957,Hell or High Water,"In a desperate bid to save their family ranch, two brothers stage a series of clever bank robberies with a pair of Texas Rangers in hot pursuit.","Dramas, Independent Movies",netflix_user_285,watch,1,05-11-2018
Netflix,s8574,Theo Who Lived,American journalist Theo Padnos retraces the Middle Eastern journey that led to his 2012 kidnapping and brutal torture by an al-Qaida faction.,Documentaries,netflix_user_285,watch,1,12-05-2024
Netflix,s6679,El Vato,"Regional Mexican singer El Vato and his friends struggle to succeed in the enticing but deceptive music world in Los Angeles, California.","International TV Shows, Spanish-Language TV Shows, TV Comedies",netflix_user_286,watch,1,13-02-2022
Netflix,s670,Locked Up,"Manipulated into embezzling funds for her boyfriend and sentenced to prison, a naïve young woman must quickly learn to survive in a harsh new world.","Crime TV Shows, International TV Shows, Spanish-Language TV Shows",netflix_user_286,watch,1,13-02-2018
Netflix,s6652,"Drugs, Inc.","This absorbing documentary series follows the entire supply chain of the illicit drug trade, tracing its production, export, sale and consumption.","Crime TV Shows, Docuseries",netflix_user_286,watch,1,21-02-2020
Netflix,s3508,Travel Mates 2,"When struggling singer Onur decides to return to his old job, incurable klutz Şeref organizes a surprise tour full of pitfalls and mishaps.","Comedies, International Movies",netflix_user_286,watch,1,09-09-2020
Netflix,s4026,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.,Stand-Up Comedy,netflix_user_286,watch,1,09-02-2020
Netflix,s584,No Strings Attached,"""Friends with benefits"" Emma and Adam are fine with their open relationship ... until those pesky little things called feelings enter the picture.","Comedies, Romantic Movies",netflix_user_287,watch,1,18-07-2021
Netflix,s3831,Merata: How Mum Decolonised the Screen,New Zealand film archivist Heperi Mita traces the cinematic legacy of his mother and trailblazing Maori filmmaker Merata Mita.,Documentaries,netflix_user_287,watch,1,14-08-2023
